midi_note,velocity,duration,label
61,87,0.09372739799999863,0
70,103,0.09586926300000087,0
61,89,0.08333344600000103,0
55,58,0.05625880100000202,0
56,58,0.039592075000001614,0
56,84,0.0937227930000013,0
58,84,0.0968936290000002,0
59,75,0.039591862000001754,0
70,98,0.1291616040000001,0
63,94,0.11459582799999879,0
62,83,0.09999047799999872,0
55,75,0.1437326789999993,0
61,75,0.1041722899999975,0
62,78,0.08024318100000016,0
74,89,0.15207157200000054,0
73,54,0.15210061899999872,0
66,70,0.0510432509999994,0
67,70,0.04582783100000043,0
62,85,0.13541035800000145,0
63,85,0.15000061900000006,0
64,90,0.08751475900000116,0
67,80,0.28125199000000123,0
75,80,0.09791381300000168,0
55,74,0.12397999799999937,0
62,66,0.058344828999999265,0
65,85,0.06353739500000088,0
65,85,0.12084734300000122,0
66,89,0.10416048200000105,0
74,95,0.13750551000000044,0
66,95,0.11462379199999972,0
60,79,0.12393368600000088,0
61,79,0.08957964400000051,0
62,78,0.07916086399999855,0
65,80,0.14998604099999824,0
66,85,0.14685635499999705,0
67,90,0.14690765299999953,0
66,90,0.09376444100000114,0
57,68,0.13334915799999436,0
63,68,0.0885363019999943,0
64,77,0.056258567999996956,0
65,62,0.068753135999998,0
73,94,0.20103777300000303,0
66,92,0.08333335100000028,0
56,87,0.24063449900000222,0
63,83,0.10310691499999791,0
64,81,0.04164670099999768,0
65,89,0.09167788799999954,0
66,91,0.0989570540000031,0
67,89,0.11353732600000654,0
66,89,0.100016200000006,0
62,83,0.09585042199999805,0
63,78,0.08647221300000041,0
64,78,0.058322185999998055,0
65,78,0.11562345800000173,0
66,71,0.09793154500000156,0
67,79,0.05623602600000055,0
62,91,0.30626517199999626,0
63,91,0.09583695699999595,0
64,85,0.09269836200000015,0
65,86,0.1302039939999986,0
74,64,0.0406123189999974,0
73,64,0.0906350699999976,0
66,85,0.11253138200000024,0
61,90,0.10729148899999785,0
63,77,0.07811798800000247,0
64,80,0.07396832799999942,0
65,85,0.1552289480000013,0
66,85,0.10727898199999686,0
67,86,0.11251154200000002,0
62,83,0.26144360899999697,0
63,83,0.08959186100000238,0
64,77,0.07188239599999946,0
70,94,0.16873888599999987,0
66,80,0.10001264899999995,0
65,93,0.07709778299999925,0
62,90,0.11251722399999409,0
63,90,0.15103434599999588,0
64,78,0.0729251559999966,0
67,89,0.10207439999999934,0
66,90,0.10208612800000338,0
65,87,0.08438981300000137,0
61,90,0.14062442399999497,0
63,90,0.0760547689999953,0
65,93,0.081247335999997,0
71,96,0.1260746949999998,0
67,85,0.09999999800000126,0
65,84,0.08856081999999788,0
60,92,0.16352029099999754,0
63,92,0.10208602499999841,0
64,84,0.08437673699999948,0
70,103,0.12185949700000265,0
66,92,0.0958506990000032,0
65,89,0.09999373699999836,0
62,78,0.10310659700000002,0
63,75,0.10624837099999951,0
64,70,0.04478473700000052,0
69,82,0.10625855600000023,0
68,84,0.09895722200000279,0
66,85,0.035419615999998655,0
61,87,0.1291615320000048,0
63,87,0.09581661800000063,0
64,82,0.0739683429999971,0
69,89,0.14481875100000252,0
68,96,0.1270874329999998,0
66,90,0.08334364699999952,0
61,93,0.12603180499999667,0
64,94,0.08332688099999785,0
70,104,0.1135476990000015,0
66,93,0.10207500599999975,0
65,92,0.11456970199999716,0
63,82,0.1312625429999983,0
62,96,0.10731470599999682,0
66,92,0.11874449399999776,0
67,92,0.12500239799999946,0
60,82,0.16562373899999727,0
63,78,0.13332324600000334,0
64,82,0.07813505200000037,0
65,85,0.1208215019999983,0
66,92,0.09374133600000079,0
71,92,0.10314602899999414,0
62,86,0.13020406799999762,0
64,80,0.12498925900000302,0
65,84,0.09791399699999914,0
70,85,0.10101066699999706,0
66,85,0.09895684800000026,0
65,83,0.07812613499999799,0
63,88,0.11042136700000071,0
64,78,0.07081625099999656,0
66,93,0.10521576099999663,0
69,86,0.1312634089999989,0
68,89,0.09998712600000204,0
66,89,0.11249449700000014,0
62,82,0.09064640999999796,0
63,82,0.10312964799999946,0
64,72,0.08228098499999703,0
65,72,0.09687094199999535,0
66,87,0.0802265709999972,0
75,100,0.1041643989999983,0
66,85,0.08643984999999788,0
55,70,0.14167844099999627,0
62,70,0.03956018899999947,0
64,81,0.047913878999999326,0
74,100,0.11147442200000057,0
67,96,0.07709757700000353,0
61,76,0.04061223099999722,0
65,76,0.06876286699999667,0
69,58,0.041655312000003164,0
66,58,0.09061219800000231,0
75,58,0.13437634800000353,0
65,82,0.0812471429999988,0
62,82,0.09167798200000021,0
69,98,0.03852613600000154,0
76,98,0.0718821739999953,0
61,83,0.11874471899999861,0
64,59,0.0479139270000033,0
65,92,0.08332319400000188,0
66,84,0.08124711699999665,0
68,93,0.08230146399999683,0
75,100,0.11041867400000172,0
68,93,0.09063037899999671,0
66,90,0.08229055599999668,0
55,70,0.14272125999999474,0
62,86,0.0937746809999922,0
64,86,0.06979618799999798,0
67,99,0.08853792600000077,0
74,105,0.0947843889999973,0
65,81,0.08541966900000375,0
61,81,0.09999076400000462,0
68,68,0.036462716000002615,0
66,68,0.09373124700000801,0
73,68,0.15207598000000644,0
64,89,0.09061989099999579,0
65,89,0.08957680799999679,0
67,108,0.08647507199999893,0
72,108,0.12813050900000178,0
55,85,0.33960025799999727,0
60,85,0.12498914100000036,0
62,88,0.08019421800000259,0
63,91,0.11146263100000198,0
70,96,0.09792500100000012,0
63,87,0.09581700900000101,0
55,84,0.1322986059999991,0
60,82,0.15103688800000015,0
62,90,0.10418809200000112,0
61,96,0.10729065099999957,0
69,105,0.11875326700000244,0
