source_id,midi_note,velocity,ck_deltatime,dif_deltatime,
128,60,66,0.6906061240000001,0,
128,63,59,0.8874956240000001,0,
128,70,59,1.0676782540000003,0,
128,60,66,1.2093541530000003,0,
128,63,64,1.3749856860000003,0,
128,70,60,1.5603720080000003,0,
128,60,65,1.6916560940000003,0,
128,63,61,1.8801696890000004,0,
128,70,59,2.062474921,0,
